Family,FHC633,FHC636,FHC644,FHC649,FHC659,FHC671,FHC680,FHC705,FHC712,FHC724,FM106,FM130,FM14,FM174,FM195,FM245,FM321,FM332,FM359,FM373,FM376,FM380,FM382,FM383,FM386,FM403,FM405,FM44,FM506,FM55,FM589,FM594,FM6,FM608,FM610,FM62,FM63,FM65,FM72,FM73
gb|AAV80464_1|ARO_3000565|tet(38),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21264882
gb|YP_006938491_1|ARO_3003905|ANT(4_)-Ib,0,0,0,0,0,0,0,0,0.163753129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis,169.764,108.076,96.6581,88.4503,126.917,50.6939,150.429,216.281,212.385,214.356,182.724,331.795,189.122,70.7799,201.934,179.556,153.928,61.1134,130.064,168.176,183.057,237.131,359.947,127.563,193.824,75.2236,96.2517,63.2914,100.672,180.041,107.878,74.5133,227.639,190.787,197.165,125.048,304.139,70.3704,188.436,168.192
ANAEROFRUCAT-PWY: homolactic fermentation,109.17,192.354,112.081,222.205,258.845,221.596,126.868,181.291,213.223,179.151,241.299,225.892,209.254,88.9491,221.258,141.081,159.11,225.052,190.076,294.645,265.912,148.498,316.778,335.976,230.642,119.619,188.697,263.804,146.256,353.867,211.937,67.1687,280.823,177.586,241.873,71.3817,339.848,397.995,209.763,314.3
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose),169.413,273.131,146.269,358.628,437.549,351.138,169.433,256.862,312.873,274.739,306.143,360.597,294.786,128.161,274.213,227.622,262.887,288.111,287.926,349.464,353.653,302.957,461.562,465.841,320.965,155.624,242.109,373.455,203.51,457.465,280.139,102.443,407.04,238.216,416.458,92.3234,398.102,574.675,322.674,464.858
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis,36.7974,20.0434,0,31.9143,29.2346,17.3568,36.7191,11.6859,20.1907,7.01773,26.2297,14.2117,81.1463,41.6512,101.863,38.7905,86.8041,24.3988,21.1235,135.673,25.6807,9.33693,31.238,27.789,56.6153,41.2045,52.6882,13.5564,51.3326,54.8827,39.8083,10.7759,58.5257,16.8283,39.609,26.0778,44.0175,30.8024,22.4908,18.5542
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis,2.58519,1.70972,0,11.5934,4.89079,9.73972,0.686731,0.810446,1.26156,2.34626,4.93885,5.71003,11.3254,0,0,2.91471,1.44893,3.66246,22.8975,0,1.48618,0.803914,1.94443,13.2267,0,0.62532,0.668297,2.9256,10.6488,0.946257,3.62277,21.9668,0,1.91881,66.7458,8.97387,10.8145,20.7806,17.3438,5.01572
"ARGORNPROST-PWY: arginine, ornithine and proline interconversion",2.54328,0,0,5.71746,0,0,2.53152,0,2.3143,0,0,0,2.14369,0,0,0,5.57255,6.45448,13.5647,0,4.93769,0,11.5762,0,0,2.72468,0,2.15122,1.01789,1.62728,4.73488,0,0,0,6.52251,0,5.67076,0,3.04446,0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle),60.5642,152.5,102.323,303.323,518.305,231.789,77.9628,139.621,179.544,153.714,206.117,269.162,123.397,35.4635,189.073,34.4393,99.5562,275.689,151.26,249.336,261.423,145.584,235.574,355.522,246.028,89.2364,181.909,387.656,121.018,356.871,177.067,78.7282,205.681,152.677,263.443,63.9566,298.508,449.323,212.066,452.443
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine),119.458,150.846,111.728,297.826,503.579,221.996,106.691,139.502,206.247,170.339,216.921,288.295,191.022,111.622,214.664,112.904,186.252,273.521,152.541,269.469,287.776,165.1,241.755,360.667,261.266,103.216,191.78,383.425,139.532,362.887,175.923,102.884,258.801,161.445,303.977,92.0874,300.608,436.006,215.021,436.213
ARO-PWY: chorismate biosynthesis I,278.976,266.208,174.335,404.658,602.923,388.768,315.35,275.469,361.175,279.216,324.706,411.753,411.863,205.881,370.743,528.44,426.918,356.772,294.269,424.882,424.054,284.771,450.274,526.976,383.457,200.078,300.734,469.119,270.5,527.928,312.65,167.958,517.776,262.335,451.622,150.825,466.39,622.665,311.242,571.7
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis,187.488,162.688,93.4636,180.234,120.436,179.104,260.222,105.767,151.748,124.632,181.368,189.869,322.666,135.315,203.488,187.07,356.056,128.91,163.683,178.428,212.296,175.019,207.37,232.848,201.341,113.526,117.608,141.063,208.995,179.67,170.252,95.0354,352.486,109.222,210.878,94.938,218.789,223.32,138.23,177.165
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I,24.048,77.753,75.9146,91.8804,87.1296,43.5979,13.9169,59.5744,41.2087,63.0415,45.8642,217.984,24.3358,34.7966,38.2679,122.03,47.2079,58.7661,55.1937,96.3919,70.9016,203.053,29.6649,119.615,176.88,30.4662,32.171,65.6378,80.5362,111.106,61.1854,79.9084,61.9043,35.0048,109.046,36.3257,48.1316,139.702,88.6939,97.6632
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis,242.425,260.472,166.28,396.088,632.366,345.384,266.695,351.311,402.405,347.826,325.983,489.83,379.813,167.113,306.132,581.055,382.276,336.937,303.21,410.456,446.879,302.521,581.635,472.954,343.264,163.797,207.22,454.315,221.67,459.822,289.695,165.812,430.95,296.172,554.701,184.158,462.131,661.867,344.376,613.729
CALVIN-PWY: Calvin-Benson-Bassham cycle,177.457,214.164,127.551,234.466,256.168,219.956,267.537,263.633,266.182,259.928,199.318,369.309,266.992,127.969,211.117,440.501,321.92,187.129,195.02,278.245,275.113,295.491,450.805,310.42,274.859,116.908,141.053,184.706,190.369,312.536,218.044,114.045,273.822,205.221,360.05,132.397,286.094,391.374,266.917,283.068
CITRULBIO-PWY: L-citrulline biosynthesis,3.78476,2.53442,0,24.2083,22.7482,13.591,9.47659,42.2912,1.88575,32.1007,8.78394,17.8084,2.63861,0,3.57473,12.1046,24.9406,70.0149,31.2464,47.4675,30.8715,8.27892,5.15387,13.5613,4.50393,6.32433,3.33889,12.0893,14.4277,1.41519,5.31815,28.0793,0,3.34988,95.3016,17.5319,58.662,18.6182,24.3646,8.31293
COA-PWY: coenzyme A biosynthesis I,298.269,176.495,111.018,163.839,144.913,214.663,279.875,291.848,300.995,212.25,229.012,441.312,413.768,210.705,289.503,392.337,450.562,156.719,176.631,267.804,245.246,272.072,257.517,300.032,285.53,176.922,168.763,166.304,223.177,298.061,195.673,132.449,462.701,166.494,352.586,174.013,347.464,304.611,219.8,250.323
COA-PWY-1: coenzyme A biosynthesis II (mammalian),303.708,270.214,190.164,438.552,641.518,443.408,317.56,345.237,386.71,340.144,375.213,518.139,476.28,248.712,358.459,601.516,487.804,398.995,325.887,434.899,418.488,320.023,530.985,539.458,400.09,225.633,310.598,478.847,266.901,554.124,321.12,151.679,599.792,298.847,512.582,184.581,459.867,632.525,342.064,597.696
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I,42.9302,28.5575,14.0437,21.7236,13.8862,46.6506,59.3295,0,43.2719,18.4694,31.0563,9.31643,87.1286,59.8589,41.2121,240.858,136.214,24.1374,24.9101,23.4541,33.4824,13.7288,43.1765,27.307,26.2906,32.0868,23.6686,19.7275,49.9401,64.6785,31.4177,11.0559,107.752,11.5108,39.3632,12.4492,42.0287,59.0933,24.858,67.2857
COLANSYN-PWY: colanic acid building blocks biosynthesis,0,0,0,0,0,0,0,6.50141,0,0,0,0,0,0,0,0,0,0,0,5.16863,0,0,0,0.498647,0,0,0,0,0,0,1.55089,0,0,5.05803,27.7512,2.62744,36.7897,0,0,0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis,272.993,255.997,174.527,409.238,622.239,389.025,293.636,283.428,360.333,277.353,320.82,418.551,402.782,203.63,363.373,429.634,399.487,358.692,293.141,420.261,416.453,282.573,453.375,521.18,377.956,190.551,291.587,482.883,255.442,524.603,295.152,169.193,509.909,264.89,458.192,152.708,450.894,636.289,310.639,579.018
DAPLYSINESYN-PWY: L-lysine biosynthesis I,160.004,212.765,148.215,396.992,637.676,349.083,130.357,137.915,271.074,216.568,254.576,346.937,219.957,124.491,183.593,76.9375,142.73,340.221,245.566,282.322,319.277,262.956,354.687,440.475,324.24,141.004,251.577,482.907,170.427,432.783,215.634,118.383,308.853,176.076,389.272,102.596,335.38,496.112,247.239,517.518
DENITRIFICATION-PWY: nitrate reduction I (denitrification),1.8635,2.45582,0,9.28772,1.84956,2.76989,0.372532,0,1.445,0,4.53706,0,1.41959,3.54994,0,21.7338,4.60067,0,3.72985,0.596453,0.438266,0.678929,7.49484,2.43012,2.03776,0.903952,0.68492,0,1.37821,3.39081,2.08661,0,0,2.20723,0,0,10.8078,5.52294,0.776381,4.4727
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II,176.413,237.434,149.934,314.415,410.903,265.607,242.317,228.285,309.441,260.723,270.981,320.975,307.931,154.432,245.225,288.785,267.357,261.716,248.08,319.449,343.803,281.491,403.963,415.367,319.691,157.128,235.579,377.321,194.235,432.143,232.959,96.3851,372.534,211.283,415.609,116.991,363.44,464.865,260.059,371.185
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I,161.652,241.99,143.193,362.127,605.937,372.224,198.751,142.214,204.142,157.572,254.859,211.962,280.784,127.492,222.278,279.032,321.778,385.583,183.615,284.137,238.303,189.223,306.535,425.055,253.325,152.769,215.954,433.224,178.136,402.923,258.504,95.823,340.951,169.196,361.396,75.9441,468.34,524.223,257.056,483.664
ENTBACSYN-PWY: enterobactin biosynthesis,5.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32928,0,0,0,0,0,0,0,0,0
FAO-PWY: fatty acid &beta;-oxidation I,0,0,0,0,0,0,0,0,0.501046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FASYN-ELONG-PWY: fatty acid elongation -- saturated,128.82,245.529,127.201,451.654,549.2,442.338,170.212,219.931,192.341,200.657,293.26,277.179,262.88,125.553,305.604,156.913,306.381,413.414,224.573,301.013,365.581,267.115,302.12,593.004,310.986,137.246,248.957,497.043,197.676,494.055,252.591,94.9473,337.127,221.439,433.832,88.0689,487.216,586.26,354.51,695.975
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli),121.871,223.107,140.433,434.755,492.201,409.542,147.734,269.739,186.216,213.433,290.125,269.863,223.198,120.995,292.114,143.025,249.992,409.249,246.68,260.333,384.215,254.501,340.652,555.811,290.464,117.697,238.78,454.929,176.248,474.063,217.435,107.461,312.514,241.803,471.36,100.432,514.582,501.778,374.362,658.797
FERMENTATION-PWY: mixed acid fermentation,33.8814,109.789,73.0458,183.103,265.265,131.059,95.4963,94.108,93.1877,104.78,116.977,169.171,69.1678,17.5564,74.651,5.59083,93.0344,164.527,80.527,117.551,142.641,104.212,165.265,208.084,197.639,52.0773,82.6363,232.248,84.3414,127.846,90.2292,42.6571,67.0454,90.5102,160.906,36.9761,174.412,203.628,128.453,208.962
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage,16.6865,9.44056,0,2.1431,6.39991,0,5.36536,0,0,40.6634,11.1796,22.7847,4.21769,17.6094,0,53.8171,13.771,0,31.6095,31.9859,8.49264,87.7368,32.0984,2.27942,5.09351,7.97011,0,24.554,10.7711,4.85677,7.28891,18.5436,3.37882,6.19156,113.447,0,0,7.17674,23.4429,27.2983
FUCCAT-PWY: fucose degradation,0.712253,10.5169,14.7057,6.4576,28.982,5.44246,2.21686,1.34618,14.2695,2.88369,2.08231,136.237,0.278089,2.28191,0,0,3.87264,0,11.4852,0,12.4141,103.428,0,4.04626,62.4155,1.46382,3.71651,13.6088,25.6999,1.68431,0,67.5714,3.81868,0,0.136399,0,0,6.17833,8.03594,12.5731
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation,0,4.57785,4.69812,1.89287,3.56893,2.45292,3.85831,0,5.78814,0,3.6599,7.3557,0.594584,3.854,0,0,0.879771,0,8.09772,0,5.22918,0,0,0.174912,10.2348,0,1.53389,8.01032,5.29245,1.05374,0,0,4.55608,0,0,0,0,2.72549,5.11875,5.93681
GALACTARDEG-PWY: D-galactarate degradation I,0,2.91405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29574,11.1362,0,0,1.2591,0,0,0,0,0,0.0858545,0,0,0,0,0,0,0,0,0,2.27015
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation,7.21222,0.60754,2.85332,1.6476,0,2.96895,7.41435,0.884676,1.56929,0,11.7254,1.17916,12.9432,11.656,7.39452,1.38775,26.7132,4.37514,2.84156,1.95065,4.2458,0,0,0.894563,1.81848,1.28431,4.89831,0.900962,4.74048,0.335471,0.861122,0,21.9027,0,0,1.51796,3.85681,0,0,0.253772
GALACTUROCAT-PWY: D-galacturonate degradation I,7.83499,0.72737,2.44384,2.22978,0,3.24757,8.18454,1.14924,1.15218,0,11.1994,2.31512,12.0973,17.0149,7.94084,1.38348,26.1691,4.28462,2.84558,1.85662,5.06928,0,0,1.16103,1.56959,1.37584,5.02642,0.907614,4.92621,0.236843,0.681055,3.23616,21.6629,0,0,1.59718,2.75479,0,0,0.21595
"GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",28.4462,81.492,50.3925,79.5972,109.284,51.0906,54.8353,99.8738,82.6457,122.93,68.4164,237.19,48.4388,25.1976,44.7906,285.704,68.9226,76.1935,100.623,47.032,143.971,229.89,163.218,100.89,129.719,27.0519,40.8633,105.258,77.9251,49.55,42.4476,65.239,64.2911,45.6738,147.199,36.8076,64.806,100.229,94.7583,87.6494
GLUCARDEG-PWY: D-glucarate degradation I,0,0,0,0,0,0,0,0,0,0,0,0,0.134088,0,0,0,0.2582,0,0,0,5.90446,0,0,0,0,0,0,0,0,0,0,0,1.71621,0,0,0,0,0,0,0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation,0,2.91405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29574,11.1362,0,0,1.2591,0,0,0,0,0,0.0858545,0,0,0,0,0,0,0,0,0,2.27015
GLUCONEO-PWY: gluconeogenesis I,36.6671,104.27,43.6244,115.201,56.7566,104.161,116.932,37.9713,62.0245,69.838,90.6754,118.906,79.5748,66.6097,9.06436,77.2927,76.5924,33.7843,47.1154,79.7215,104.742,134.107,91.3496,124.624,151.334,55.8243,23.5568,119.051,100.825,113.925,101.926,18.3929,51.0627,65.8767,99.8035,42.9975,76.5477,164.754,72.7056,93.0534
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation,1.23944,6.56518,9.71069,29.4859,27.9819,37.1797,2.54133,7.23263,7.64515,8.66872,13.7151,5.31298,5.80072,2.25526,5.28272,39.7262,0.838646,13.8236,4.17486,8.91781,22.9353,13.8712,61.7229,14.884,18.0825,4.83673,7.57315,21.091,7.40666,4.79606,19.1757,11.1574,16.0519,9.23852,46.225,10.3159,29.7636,9.82783,2.54863,7.38904
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation,7.54115,0.586394,4.33107,1.79484,1.56612,4.19691,7.26928,1.98197,6.71347,0,14.1486,2.14279,13.566,10.6411,8.68842,1.36071,30.7469,4.6668,3.67623,3.30577,5.60955,0,0,1.28897,2.27465,1.65295,6.20101,2.19146,4.87702,0.627912,2.01187,0,26.8776,1.58917,15.3987,3.60842,13.2366,1.06118,1.63865,0.39936
GLUDEG-I-PWY: GABA shunt,0,0,0,0.568162,0,0,0,0,0,0,0,0,2.03131,0,0,0,0,0,0,0,0,0,0,2.94283,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53972,0,0
GLUTORN-PWY: L-ornithine biosynthesis,58.8335,116.566,69.711,246.868,446.759,204.625,47.3542,86.0594,122.202,87.7714,156.839,176.421,95.4729,62.0863,136.73,74.0566,97.4969,235.905,97.4684,191.915,182.102,72.759,154.158,284.894,170.85,58.5115,134.132,305.73,79.5188,299.062,142.311,77.8913,134.891,102.331,187.598,37.446,234.892,382.585,159.604,409.841
GLYCOCAT-PWY: glycogen degradation I (bacterial),0,0,0,3.96042,0,0,12.8414,0,0,0,0,0,19.7916,0,0,0,27.954,0,0,7.40821,5.46114,0,0,0,2.92827,7.10791,1.26611,0,9.13592,1.02792,0,0,7.74049,0,0,0,14.9404,0,0,0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose),81.7663,78.8674,39.3217,106.441,92.4933,67.3345,112.108,65.136,121.559,66.634,94.7635,44.1231,168.496,57.3785,77.3138,273.644,173.896,65.6167,91.621,115.107,113.032,35.3785,97.5012,147.462,124.546,70.4488,59.7755,116.389,102.929,148.824,92.231,35.5723,197.254,51.5022,202.819,61.7255,149.615,164.97,105.396,120.335
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation,0,0,0,3.0108,10.2858,0.919367,1.38201,0,0.647938,0.766401,1.11593,2.4014,0.370489,0,0,0,1.71852,0.778952,1.00955,0,9.46658,0.818411,0,1.57989,1.24653,0,0.915557,2.53385,0.952295,0.122041,0.646067,0.912877,0,0,3.65885,0,0,0.78877,2.9476,3.60046
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate),77.6832,215.483,125.253,282.639,351.755,322.842,101.682,212.222,214.795,201.08,252.408,243.786,180.898,65.2207,246.799,106.171,107.619,222.241,194.695,301.169,256.537,206.846,345.13,414.375,260.346,113.008,213.02,285.334,122.445,396.423,235.285,60.0666,226.565,198.039,224.654,70.3225,359.392,515.008,217.487,312.638
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff,27.3112,142.155,93.4525,166.768,129.448,141.433,49.1034,113.587,159.949,142.319,148.622,195.388,105.892,27.2989,128.088,30.0825,57.6567,162.667,149.946,86.7763,212.449,146.196,210.17,226.075,168.788,68.6435,85.2803,229.215,90.1303,166.405,112.117,53.8288,110.219,124.454,157.375,40.7132,118.647,178.408,173.808,213.04
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass",1.01999,2.05753,0,42.0194,37.3881,1.45352,16.4598,43.7678,6.93771,37.2762,11.3796,27.1692,4.52604,0,16.4252,0,36.9229,117.199,2.27734,50.0469,94.1101,3.57103,0,8.00733,5.57648,14.4627,11.0862,24.2065,4.66888,0.553532,2.92664,4.94254,8.03527,2.0147,108.555,8.6837,71.0437,0,12.8397,20.8745
GLYOXYLATE-BYPASS: glyoxylate cycle,0.231274,0.462329,0,11.3098,9.50688,0.324984,4.47945,13.7771,1.59493,10.4237,2.68979,7.25708,1.04587,0,4.07187,0,15.1706,48.0068,0.517056,16.3152,33.0513,0.810896,0,1.82825,1.27727,3.73492,2.81512,6.01856,1.09449,0.123345,0.664353,1.18414,1.97403,0.455461,37.8166,2.23614,23.4636,0,3.13639,5.00445
"GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol",35.4265,1.25864,6.75471,3.0784,8.19049,1.20013,18.6064,13.5823,20.37,8.95759,3.20066,8.07058,40.3947,24.0439,3.42368,28.1979,27.7733,7.5068,4.92129,10.5061,19.0396,1.83549,33.7553,11.0012,9.6145,18.2396,6.9592,2.13692,17.4115,2.91564,8.20102,5.90446,56.9387,10.635,41.43,2.73118,33.6971,1.38731,4.66353,16.8194
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic),158.008,127.148,75.6292,251.957,417.286,192.838,132.366,104.712,107.111,107.145,126.177,237.948,265.862,110.438,165.182,182.12,220.394,262.838,102.649,157.665,175.957,137.436,176.927,272.319,205.246,117.237,141.896,309.845,162.846,270.654,155.286,120.565,272.127,117.507,222.738,51.4468,314.952,319.575,166.076,392.172
HEMESYN2-PWY: heme biosynthesis II (anaerobic),198.106,209.173,149.5,363.919,563.693,283.91,144.585,167.105,267.751,217.516,254.448,315.384,329.018,145.128,250.067,191.413,244.261,324.678,246.928,338.551,362.087,159.434,321.088,421.62,308.294,159.055,256.04,453.292,187.264,458.033,218.174,144.238,414.295,211.583,397.658,88.0421,354.095,476.921,225.064,476.253
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria),37.8332,56.7677,43.4163,21.4348,60.1568,12.3417,36.7066,86.5284,85.9603,34.9829,30.6217,75.3369,51.3506,21.6623,72.6694,54.7319,43.1465,69.0658,114.205,72.4257,121.993,54.4027,140.541,21.0548,21.7126,19.2168,26.8159,14.8012,20.3928,29.3737,16.828,27.9061,81.8292,9.99956,117.696,35.3748,85.3435,18.8211,28.4383,28.2261
HISDEG-PWY: L-histidine degradation I,23.2568,35.741,12.6409,32.7094,10.8328,21.5589,45.7427,9.04685,43.7202,18.2303,30.9099,7.07088,34.0603,41.7187,18.1615,265.212,53.7624,16.5168,44.8415,62.666,29.7155,11.9835,37.0218,39.329,38.5402,18.2805,24.3406,23.9465,27.9728,60.1484,50.141,10.6469,47.0001,13.0904,103.739,19.8735,60.179,109.369,23.7577,29.7707
HISTSYN-PWY: L-histidine biosynthesis,65.1856,132.431,70.7888,288.308,458.122,209.664,141.203,93.9223,138.213,129.661,166.721,105.22,130.347,99.9083,173.318,103.622,194.496,265.94,145.777,262.386,208.471,38.2097,177.323,333.889,193.042,97.1917,166.244,337.789,88.1753,269.895,178.063,41.5957,278.428,120.118,312.068,69.5763,282.473,373.544,146.599,424.667
HOMOSER-METSYN-PWY: L-methionine biosynthesis I,122.897,88.6837,68.6238,42.0529,65.2811,32.0593,102.98,245.327,208.482,151.309,98.0339,324.569,141.245,101.344,133.16,124.005,110.729,49.8964,107.328,133.992,147.778,168.812,284.048,105.832,117.764,57.8904,56.6935,63.5857,84.1126,112.271,69.3538,65.5726,211.946,148.238,159.468,114.966,100.68,66.7624,128.782,88.5248
HSERMETANA-PWY: L-methionine biosynthesis III,114.156,98.5471,68.6286,96.5941,79.5222,48.3172,108.713,151.083,186.49,164.559,104.163,229.34,130.154,83.9219,102.65,135.38,103.706,78.5771,117.589,130.777,163.566,127.623,266.095,121.737,113.722,56.9988,84.7003,91.9065,72.9583,126.71,72.1095,43.3741,188.304,116.894,189.705,88.2213,130.365,121.381,131.143,112.25
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine),308.055,292.217,171.289,426.078,691.627,372.476,278.269,373.895,463.518,379.911,343.922,511.957,449.995,191.416,405.137,614.408,398.13,354.779,336.988,461.767,485.773,367.299,607.448,492.464,370.19,181.875,309.695,477.549,237.658,566.782,315.359,179.864,607.319,312.025,583.148,190.674,482.833,677.115,368.743,641.209
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis,0,0,0,0,0,0,0,0,7.71366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LACTOSECAT-PWY: lactose and galactose degradation I,78.9168,69.6016,52.815,21.7007,60.4517,18.9954,63.6426,228.833,157.928,157.707,122.498,305.934,108.442,18.3685,150.649,60.8445,44.2035,41.4174,118.214,59.6514,93.3835,129.645,307.602,38.7383,53.5239,11.3989,33.5005,25.0759,26.949,55.3572,42.2632,36.9073,121.785,160.98,124.387,89.6142,67.3103,14.5663,126.827,84.4849
METHGLYUT-PWY: superpathway of methylglyoxal degradation,34.3949,42.9699,33.6073,10.7938,53.772,10.654,31.4061,88.6503,75.4536,111.245,14.1278,101.272,18.1167,0,47.4797,25.6634,10.2866,4.03109,20.8723,26.4532,31.9211,74.1006,113,25.5093,34.1631,8.61639,28.128,7.7624,9.47022,39.8554,24.6681,11.5311,6.90759,64.7892,105.207,22.3871,51.688,5.6151,59.2946,74.3662
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis,172.791,137.486,98.1273,73.9235,118.89,57.5223,153.626,293.316,279.791,207.559,158.618,381.24,231.111,147.283,211.805,222.335,185.381,85.0459,159.919,213.218,234.46,236.665,386.692,183.306,187.472,92.917,91.287,114.77,133.22,200.772,117.818,90.2336,327.981,205.725,240.841,146.549,160.749,119.802,204.109,162.293
METSYN-PWY: L-homoserine and L-methionine biosynthesis,175.993,136.292,102.379,76.629,118.173,59.0798,161.303,299.77,283.149,214.21,152.759,389.069,220.412,142.523,196.76,199.532,180.995,88.0136,165.101,202.089,225.017,231.04,378.116,173.718,181.937,90.8262,95.7328,113.097,128.737,186.688,113.136,91.2791,317.353,200.055,245.532,143.771,165.628,120.471,190.591,153.738
NAD-BIOSYNTHESIS-II: NAD salvage pathway II,34.0053,63.4785,57.3611,36.867,72.6854,20.3188,38.9051,125.467,91.5854,81.9201,39.0681,287.157,51.0689,14.3596,93.5451,52.0321,29.0683,38.6141,50.5017,24.8479,111.101,222.792,240.217,49.6491,140.151,16.3298,27.6902,28.6554,62.6733,31.9662,32.7979,114.214,25.1785,121.866,85.2679,80.2576,34.1233,21.1977,105.795,61.6698
NAGLIPASYN-PWY: lipid IVA biosynthesis,38.63,212.236,117.744,361.019,568.043,326.955,94.3509,121.909,156.589,183.535,205.666,267.823,111.559,55.6585,161.365,35.4838,88.9329,330.258,151.727,233.198,252.051,197.115,220.966,450.199,288.774,102.887,210.525,421.154,159.764,425.34,225.319,89.8848,150.924,168.838,195.478,40.8285,318.295,557.1,229.694,543.458
NONMEVIPP-PWY: methylerythritol phosphate pathway I,241.076,212.587,139.798,301.039,297.86,356.72,378.149,156.557,277.616,189.125,233.457,252.764,492.68,234.235,259.476,543.914,573.013,231.289,240.938,364.889,312.977,273.999,241.445,429.243,339.762,209.03,240.68,288.15,297.994,427.632,275.974,142.112,578.485,142.288,363.308,131.809,386.046,523.84,212.752,324.62
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch),152.324,144.037,90.3938,140.023,140.161,127.908,167.871,257.209,186.006,183.524,123.439,300.328,188.815,92.3968,185.174,210.023,201.277,109.545,115.999,198.391,176.74,259.644,352.632,193.294,199.291,69.4567,83.831,94.761,127.055,199.606,137.155,105.628,178.174,145.008,294.868,113.201,214.754,237.918,200.571,171.28
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli),123.862,200.621,108.749,315.888,445.158,208.035,119.809,205.149,209.956,185.944,181.107,277.649,143.999,79.3382,189.296,262.737,139.2,232.912,157.813,199.05,201.369,158.274,281.871,344.575,227.03,105.234,200.241,319.974,130.676,334.819,216.368,48.7101,243.139,176.528,253.783,98.0083,196.893,450.715,254.282,435.136
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase),0,0.729787,0,1.43607,0,0,9.73785,0,2.54897,0,4.69413,7.04364,3.48046,0,5.01815,0,25.2223,0,0,13.8807,11.9656,0,0,3.60243,2.66788,5.74186,5.88499,0,0,0.291855,0.645444,0,2.6911,0,0,4.89005,10.6179,0,0,1.13128
P108-PWY: pyruvate fermentation to propanoate I,9.97492,3.32004,2.24673,13.7144,7.20539,21.783,3.26375,5.2294,49.5252,18.8724,14.5539,9.83079,4.62134,30.3161,0,2.05661,8.08709,13.7278,28.2194,17.5984,39.7885,0,29.5437,11.761,0,8.04982,11.0919,5.78403,15.3287,6.24632,5.90908,22.9233,0.687965,3.49343,90.2315,26.8832,51.8511,15.1566,23.409,8.83663
